Date,ZIP Code,Number of Cases
2/24/2021,45236,7
2/24/2021,45237,2
2/24/2021,45238,10
2/24/2021,45239,5
2/24/2021,45240,3
2/24/2021,45241,3
2/24/2021,45242,2
2/24/2021,45244,2
2/24/2021,45246,2
2/24/2021,45247,7
2/24/2021,45248,3
2/24/2021,45249,2
2/24/2021,45251,12
2/24/2021,45252,1
2/25/2021,45002,3
2/25/2021,45030,2
2/25/2021,45033,1
2/25/2021,45052,2
2/25/2021,45121,1
2/25/2021,45140,2
2/25/2021,45202,3
2/25/2021,45204,1
2/25/2021,45205,3
2/25/2021,45206,3
2/25/2021,45207,2
2/25/2021,45208,3
2/25/2021,45209,1
2/25/2021,45211,6
2/25/2021,45212,3
2/25/2021,45213,3
2/25/2021,45215,1
2/25/2021,45216,1
2/25/2021,45217,1
2/25/2021,45219,2
2/25/2021,45224,1
2/25/2021,45227,1
2/25/2021,45229,3
2/25/2021,45230,3
2/25/2021,45231,6
2/25/2021,45232,2
2/25/2021,45233,3
2/25/2021,45236,1
2/25/2021,45237,1
2/25/2021,45238,5
2/25/2021,45239,4
2/25/2021,45240,4
2/25/2021,45242,4
2/25/2021,45243,4
2/25/2021,45244,1
2/25/2021,45246,3
2/25/2021,45247,5
2/25/2021,45248,5
2/25/2021,45249,2
2/25/2021,45251,3
2/25/2021,45255,6
2/26/2021,45002,5
2/26/2021,45030,1
2/26/2021,45033,1
2/26/2021,45140,3
2/26/2021,45202,4
2/26/2021,45205,1
2/26/2021,45206,1
2/26/2021,45207,3
2/26/2021,45208,3
2/26/2021,45211,6
2/26/2021,45212,2
2/26/2021,45213,1
2/26/2021,45214,3
2/26/2021,45215,5
2/26/2021,45216,3
2/26/2021,45218,1
2/26/2021,45223,2
2/26/2021,45224,4
2/26/2021,45226,1
2/26/2021,45227,3
2/26/2021,45229,1
2/26/2021,45230,3
2/26/2021,45231,7
2/26/2021,45233,3
2/26/2021,45236,5
2/26/2021,45237,2
2/26/2021,45238,7
2/26/2021,45239,6
2/26/2021,45240,2
2/26/2021,45241,2
2/26/2021,45242,1
2/26/2021,45243,1
2/26/2021,45246,2
2/26/2021,45247,6
2/26/2021,45248,3
2/26/2021,45249,2
2/26/2021,45251,7
2/26/2021,45252,1
2/26/2021,45255,2
2/27/2021,45030,2
2/27/2021,45140,1
2/27/2021,45201,1
2/27/2021,45202,3
2/27/2021,45205,1
2/27/2021,45206,1
2/27/2021,45207,2
2/27/2021,45208,2
2/27/2021,45209,1
2/27/2021,45211,3
2/27/2021,45212,6
2/27/2021,45213,1
2/27/2021,45214,1
2/27/2021,45215,5
2/27/2021,45216,1
2/27/2021,45219,2
2/27/2021,45220,1
2/27/2021,45224,2
2/27/2021,45225,1
2/27/2021,45226,1
2/27/2021,45227,4
2/27/2021,45229,1
2/27/2021,45230,2
2/27/2021,45231,3
2/27/2021,45233,1
2/27/2021,45236,1
2/27/2021,45237,2
2/27/2021,45238,2
2/27/2021,45239,6
2/27/2021,45240,1
2/27/2021,45241,6
2/27/2021,45242,3
2/27/2021,45243,4
2/27/2021,45244,4
2/27/2021,45246,1
2/27/2021,45247,2
2/27/2021,45249,2
2/27/2021,45251,7
2/27/2021,45252,2
2/27/2021,45255,4
2/28/2021,45001,1
2/28/2021,45052,1
2/28/2021,45140,2
2/28/2021,45202,1
2/28/2021,45204,1
2/28/2021,45205,2
2/28/2021,45206,1
2/28/2021,45207,2
2/28/2021,45208,2
2/28/2021,45209,1
2/28/2021,45211,3
2/28/2021,45212,6
2/28/2021,45214,2
2/28/2021,45215,3
2/28/2021,45216,1
2/28/2021,45217,2
2/28/2021,45219,2
2/28/2021,45220,1
2/28/2021,45223,1
2/28/2021,45224,1
2/28/2021,45229,1
2/28/2021,45230,1
2/28/2021,45231,6
2/28/2021,45233,1
2/28/2021,45236,3
2/28/2021,45237,5
2/28/2021,45238,2
2/28/2021,45239,1
2/28/2021,45240,5
2/28/2021,45241,2
2/28/2021,45242,1
2/28/2021,45243,2
2/28/2021,45246,2
2/28/2021,45247,4
2/28/2021,45248,4
2/28/2021,45249,1
2/28/2021,45251,3
2/28/2021,45255,2
3/1/2021,45030,4
3/1/2021,45051,1
3/1/2021,45140,2
3/1/2021,45202,2
3/1/2021,45204,2
3/1/2021,45205,3
3/1/2021,45207,6
3/1/2021,45208,1
3/1/2021,45209,5
3/1/2021,45211,3
3/1/2021,45212,5
3/1/2021,45213,2
3/1/2021,45214,1
3/1/2021,45215,9
3/1/2021,45216,2
3/1/2021,45217,2
3/1/2021,45218,3
3/1/2021,45220,3
3/1/2021,45223,1
3/1/2021,45224,1
3/1/2021,45225,2
3/1/2021,45226,2
3/1/2021,45227,5
3/1/2021,45229,5
3/1/2021,45230,1
3/1/2021,45231,4
3/1/2021,45233,2
3/1/2021,45236,6
3/1/2021,45237,4
3/1/2021,45238,3
3/1/2021,45239,6
3/1/2021,45240,2
3/1/2021,45241,2
3/1/2021,45242,7
3/1/2021,45243,4
3/1/2021,45244,3
3/1/2021,45246,2
3/1/2021,45247,3
3/1/2021,45248,2
3/1/2021,45249,3
3/1/2021,45251,5
3/1/2021,45252,1
3/1/2021,45255,1
3/2/2021,45030,5
3/2/2021,45140,3
3/2/2021,45174,1
3/2/2021,45202,3
3/2/2021,45204,1
3/2/2021,45205,2
3/2/2021,45207,3
3/2/2021,45208,2
3/2/2021,45209,1
3/2/2021,45211,5
3/2/2021,45212,4
3/2/2021,45213,1
3/2/2021,45214,3
3/2/2021,45215,3
3/2/2021,45216,1
3/2/2021,45219,3
3/2/2021,45221,1
3/2/2021,45224,3
3/2/2021,45225,1
3/2/2021,45226,4
3/2/2021,45229,3
3/2/2021,45230,1
3/2/2021,45231,1
3/2/2021,45233,1
3/2/2021,45237,3
3/2/2021,45238,6
3/2/2021,45239,4
3/2/2021,45240,4
3/2/2021,45241,3
3/2/2021,45242,2
3/2/2021,45243,1
3/2/2021,45244,4
3/2/2021,45246,1
3/2/2021,45247,2
3/2/2021,45248,3
3/2/2021,45249,1
3/2/2021,45251,1
3/2/2021,45255,2
3/3/2021,45030,3
3/3/2021,45202,5
3/3/2021,45204,1
3/3/2021,45205,4
3/3/2021,45206,3
3/3/2021,45207,3
3/3/2021,45208,2
3/3/2021,45209,1
3/3/2021,45211,3
3/3/2021,45212,6
3/3/2021,45214,2
3/3/2021,45215,4
3/3/2021,45217,1
3/3/2021,45218,1
3/3/2021,45223,1
3/3/2021,45224,2
3/3/2021,45226,1
3/3/2021,45227,3
3/3/2021,45230,1
3/3/2021,45231,1
3/3/2021,45233,5
3/3/2021,45236,1
3/3/2021,45237,3
3/3/2021,45238,5
3/3/2021,45239,3
3/3/2021,45240,6
3/3/2021,45242,1
3/3/2021,45243,3
3/3/2021,45244,2
3/3/2021,45246,3
3/3/2021,45247,2
3/3/2021,45248,3
3/3/2021,45249,3
3/3/2021,45251,4
3/3/2021,45253,1
3/3/2021,45255,1
3/4/2021,45002,1
3/4/2021,45030,2
3/4/2021,45174,1
3/4/2021,45202,4
3/4/2021,45205,2
3/4/2021,45207,6
3/4/2021,45208,1
3/4/2021,45209,3
3/4/2021,45211,4
3/4/2021,45212,4
3/4/2021,45213,6
3/4/2021,45214,2
3/4/2021,45215,3
3/4/2021,45216,2
3/4/2021,45217,1
3/4/2021,45220,2
3/4/2021,45221,1
3/4/2021,45224,4
3/4/2021,45225,2
3/4/2021,45227,2
3/4/2021,45229,3
3/4/2021,45230,4
3/4/2021,45231,2
3/4/2021,45233,2
3/4/2021,45236,2
3/4/2021,45237,4
3/4/2021,45238,2
3/4/2021,45239,5
3/4/2021,45240,3
3/4/2021,45242,2
3/4/2021,45243,2
3/4/2021,45244,4
3/4/2021,45246,4
3/4/2021,45247,4
3/4/2021,45248,4
3/4/2021,45249,1
3/4/2021,45251,4
3/4/2021,45252,1
3/4/2021,45255,2
3/5/2021,45001,1
3/5/2021,45002,4
3/5/2021,45030,1
3/5/2021,45140,4
3/5/2021,45205,3
3/5/2021,45206,1
3/5/2021,45208,3
3/5/2021,45209,1
3/5/2021,45211,5
3/5/2021,45212,5
3/5/2021,45213,2
3/5/2021,45214,1
3/5/2021,45215,2
3/5/2021,45219,1
3/5/2021,45220,1
3/5/2021,45223,1
3/5/2021,45224,3
3/5/2021,45225,1
3/5/2021,45226,1
3/5/2021,45227,2
3/5/2021,45230,4
3/5/2021,45231,7
3/5/2021,45232,2
3/5/2021,45236,1
3/5/2021,45237,2
3/5/2021,45238,3
3/5/2021,45239,2
3/5/2021,45240,3
3/5/2021,45242,1
3/5/2021,45243,4
3/5/2021,45244,1
3/5/2021,45247,3
3/5/2021,45248,2
3/5/2021,45251,3
3/5/2021,45255,1
3/6/2021,45002,3
3/6/2021,45030,3
3/6/2021,45052,1
3/6/2021,45140,7
3/6/2021,45174,1
3/6/2021,45202,1
3/6/2021,45205,2
3/6/2021,45206,1
3/6/2021,45207,2
3/6/2021,45208,2
3/6/2021,45211,5
3/6/2021,45212,3
3/6/2021,45214,1
3/6/2021,45215,5
3/6/2021,45217,1
3/6/2021,45218,1
3/6/2021,45219,2
3/6/2021,45220,1
3/6/2021,45223,1
3/6/2021,45224,1
3/6/2021,45226,1
3/6/2021,45227,1
3/6/2021,45229,2
3/6/2021,45230,2
3/6/2021,45231,3
3/6/2021,45236,1
3/6/2021,45237,3
3/6/2021,45238,1
3/6/2021,45239,2
3/6/2021,45240,4
3/6/2021,45242,2
3/6/2021,45243,1
3/6/2021,45244,3
3/6/2021,45247,6
3/6/2021,45248,2
3/6/2021,45251,1
3/6/2021,45255,2
3/7/2021,45002,1
3/7/2021,45052,1
3/7/2021,45202,2
3/7/2021,45205,2
3/7/2021,45209,3
3/7/2021,45212,5
3/7/2021,45215,2
3/7/2021,45216,1
3/7/2021,45217,1
3/7/2021,45219,2
3/7/2021,45224,2
3/7/2021,45230,4
3/7/2021,45231,2
3/7/2021,45232,1
3/7/2021,45233,1
3/7/2021,45237,1
3/7/2021,45238,5
3/7/2021,45239,4
3/7/2021,45240,2
3/7/2021,45241,2
3/7/2021,45242,3
3/7/2021,45244,2
3/7/2021,45246,1
3/7/2021,45247,3
3/7/2021,45248,1
3/7/2021,45249,2
3/7/2021,45251,1
3/7/2021,45255,1
3/8/2021,45001,1
3/8/2021,45002,1
3/8/2021,45030,2
3/8/2021,45140,1
3/8/2021,45202,4
3/8/2021,45205,2
3/8/2021,45206,2
3/8/2021,45207,3
3/8/2021,45208,1
3/8/2021,45209,3
3/8/2021,45211,2
3/8/2021,45212,6
3/8/2021,45213,2
3/8/2021,45214,3
3/8/2021,45215,2
3/8/2021,45216,1
3/8/2021,45218,3
3/8/2021,45219,1
3/8/2021,45220,1
3/8/2021,45221,4
3/8/2021,45223,2
3/8/2021,45224,2
3/8/2021,45226,3
3/8/2021,45227,5
3/8/2021,45229,2
3/8/2021,45230,3
3/8/2021,45231,5
3/8/2021,45232,2
3/8/2021,45233,3
3/8/2021,45236,2
3/8/2021,45237,4
3/8/2021,45238,7
3/8/2021,45239,5
3/8/2021,45240,2
3/8/2021,45241,1
3/8/2021,45242,1
3/8/2021,45244,2
3/8/2021,45246,1
3/8/2021,45247,3
3/8/2021,45249,2
3/8/2021,45251,2
3/8/2021,45255,1
3/9/2021,45002,4
3/9/2021,45030,3
3/9/2021,45052,1
3/9/2021,45140,3
3/9/2021,45202,3
3/9/2021,45205,7
3/9/2021,45206,3
3/9/2021,45207,5
3/9/2021,45208,1
3/9/2021,45209,2
3/9/2021,45211,6
3/9/2021,45212,5
3/9/2021,45213,1
3/9/2021,45215,6
3/9/2021,45216,1
3/9/2021,45217,1
3/9/2021,45220,4
3/9/2021,45221,1
3/9/2021,45223,1
3/9/2021,45224,3
3/9/2021,45226,2
3/9/2021,45227,4
3/9/2021,45229,2
3/9/2021,45230,4
3/9/2021,45231,3
3/9/2021,45232,1
3/9/2021,45233,3
3/9/2021,45236,3
3/9/2021,45237,6
3/9/2021,45238,4
3/9/2021,45239,3
3/9/2021,45240,1
3/9/2021,45242,3
3/9/2021,45243,3
3/9/2021,45244,1
3/9/2021,45247,4
3/9/2021,45248,1
3/9/2021,45249,2
3/9/2021,45251,2
3/9/2021,45255,1
3/10/2021,45002,1
3/10/2021,45030,2
3/10/2021,45052,1
3/10/2021,45140,2
3/10/2021,45174,1
3/10/2021,45202,7
3/10/2021,45203,1
3/10/2021,45205,3
3/10/2021,45207,3
3/10/2021,45208,6
3/10/2021,45209,3
3/10/2021,45211,1
3/10/2021,45212,6
3/10/2021,45213,5
3/10/2021,45214,1
3/10/2021,45215,4
3/10/2021,45216,3
3/10/2021,45217,1
3/10/2021,45219,1
3/10/2021,45220,1
3/10/2021,45221,1
3/10/2021,45223,1
3/10/2021,45224,3
3/10/2021,45227,2
3/10/2021,45229,1
3/10/2021,45230,6
3/10/2021,45231,4
3/10/2021,45233,1
3/10/2021,45236,3
3/10/2021,45237,2
3/10/2021,45238,2
3/10/2021,45239,5
3/10/2021,45240,4
3/10/2021,45242,5
3/10/2021,45244,4
3/10/2021,45246,3
3/10/2021,45247,3
3/10/2021,45248,3
3/10/2021,45249,1
3/10/2021,45250,2
3/10/2021,45251,4
3/10/2021,45252,1
3/11/2021,45002,2
3/11/2021,45030,1
3/11/2021,45140,2
3/11/2021,45174,1
3/11/2021,45202,5
3/11/2021,45204,1
3/11/2021,45205,3
3/11/2021,45207,2
3/11/2021,45208,2
3/11/2021,45209,1
3/11/2021,45211,2
3/11/2021,45212,4
3/11/2021,45213,2
3/11/2021,45215,3
3/11/2021,45216,1
3/11/2021,45219,4
3/11/2021,45220,2
3/11/2021,45224,2
3/11/2021,45225,4
3/11/2021,45227,4
3/11/2021,45229,1
3/11/2021,45231,4
3/11/2021,45233,2
3/11/2021,45236,1
3/11/2021,45237,7
3/11/2021,45238,4
3/11/2021,45239,1
3/11/2021,45240,6
3/11/2021,45242,1
3/11/2021,45243,2
3/11/2021,45244,2
3/11/2021,45246,1
3/11/2021,45247,2
3/11/2021,45248,3
3/11/2021,45249,1
3/11/2021,45251,2
3/11/2021,45252,1
3/11/2021,45255,3
3/12/2021,45030,2
3/12/2021,45111,1
3/12/2021,45140,2
3/12/2021,45202,2
3/12/2021,45207,1
3/12/2021,45208,1
3/12/2021,45209,3
3/12/2021,45211,4
3/12/2021,45212,2
3/12/2021,45213,2
3/12/2021,45214,3
3/12/2021,45215,6
3/12/2021,45218,2
3/12/2021,45220,1
3/12/2021,45223,1
3/12/2021,45224,3
3/12/2021,45226,3
3/12/2021,45227,2
3/12/2021,45229,2
3/12/2021,45230,1
3/12/2021,45231,3
3/12/2021,45232,1
3/12/2021,45236,2
3/12/2021,45237,3
3/12/2021,45238,4
3/12/2021,45239,4
3/12/2021,45240,4
3/12/2021,45242,3
3/12/2021,45243,2
3/12/2021,45246,2
3/12/2021,45247,2
3/12/2021,45248,1
3/12/2021,45249,1
3/12/2021,45255,1
3/13/2021,45002,1
3/13/2021,45030,3
3/13/2021,45052,1
3/13/2021,45140,1
3/13/2021,45205,2
3/13/2021,45206,2
3/13/2021,45208,2
3/13/2021,45211,1
3/13/2021,45212,1
3/13/2021,45215,3
3/13/2021,45217,1
3/13/2021,45218,1
3/13/2021,45219,1
3/13/2021,45220,2
3/13/2021,45226,1
3/13/2021,45227,1
3/13/2021,45229,1
3/13/2021,45230,3
3/13/2021,45231,2
3/13/2021,45232,1
3/13/2021,45233,1
3/13/2021,45236,2
3/13/2021,45238,5
3/13/2021,45239,3
3/13/2021,45240,1
3/13/2021,45241,1
3/13/2021,45242,1
3/13/2021,45243,3
3/13/2021,45244,2
3/13/2021,45247,4
3/13/2021,45248,3
3/13/2021,45249,1
3/13/2021,45251,1
3/13/2021,45255,1
3/13/2021,45274,1
3/14/2021,45002,1
3/14/2021,45052,1
3/14/2021,45140,2
3/14/2021,45202,1
3/14/2021,45205,2
3/14/2021,45206,2
3/14/2021,45207,2
3/14/2021,45209,2
3/14/2021,45211,4
3/14/2021,45212,4
3/14/2021,45213,1
3/14/2021,45216,1
3/14/2021,45217,1
3/14/2021,45219,1
3/14/2021,45220,5
3/14/2021,45223,2
3/14/2021,45224,4
3/14/2021,45227,1
3/14/2021,45229,2
3/14/2021,45230,3
3/14/2021,45231,3
3/14/2021,45233,1
3/14/2021,45236,2
3/14/2021,45237,1
3/14/2021,45238,7
3/14/2021,45239,1
3/14/2021,45240,2
3/14/2021,45242,6
3/14/2021,45243,2
3/14/2021,45247,6
3/14/2021,45249,1
3/14/2021,45251,3
3/14/2021,45255,1
3/15/2021,45002,2
3/15/2021,45030,3
3/15/2021,45111,1
3/15/2021,45140,7
3/15/2021,45202,4
3/15/2021,45203,1
3/15/2021,45204,1
3/15/2021,45205,2
3/15/2021,45206,2
3/15/2021,45207,3
3/15/2021,45208,1
3/15/2021,45209,1
3/15/2021,45211,5
3/15/2021,45212,13
3/15/2021,45213,2
3/15/2021,45214,3
3/15/2021,45215,6
3/15/2021,45218,1
3/15/2021,45219,2
3/15/2021,45220,1
3/15/2021,45221,1
3/15/2021,45223,1
3/15/2021,45224,3
3/15/2021,45225,1
3/15/2021,45226,5
3/15/2021,45227,2
3/15/2021,45229,2
3/15/2021,45230,3
3/15/2021,45231,2
3/15/2021,45236,5
3/15/2021,45237,3
3/15/2021,45238,8
3/15/2021,45239,2
3/15/2021,45240,5
3/15/2021,45241,2
3/15/2021,45242,7
3/15/2021,45243,8
3/15/2021,45246,1
3/15/2021,45247,4
3/15/2021,45248,3
3/15/2021,45249,2
3/15/2021,45251,2
3/15/2021,45255,2
3/16/2021,45030,2
3/16/2021,45033,2
3/16/2021,45140,2
3/16/2021,45174,1
3/16/2021,45202,4
3/16/2021,45205,3
3/16/2021,45206,2
3/16/2021,45207,1
3/16/2021,45208,4
3/16/2021,45209,2
3/16/2021,45211,6
3/16/2021,45212,2
3/16/2021,45214,2
3/16/2021,45215,2
3/16/2021,45216,1
3/16/2021,45218,1
3/16/2021,45219,2
3/16/2021,45221,1
